ID;NPN;construction;preposition;noun;context_pre;costr;context_post;number_of_noun;meaning;syntactic_function
;mano a mano;idiosyncratic;a;mano;;Mano a mano;che i tratturi sconnessi si trasformavano in ripidi e pericolosi sentieri sentimmo l'aria farsi più leggera e i poveri villaggi che avevamo traversato divennero piccoli aggregati di casupole serrati alle rocce meno scoscese.;sg;idiosyncratic;modifier
;mano a mano;idiosyncratic;a;mano;;Mano a mano;che si avvicinava la mezzanotte, sentiva che la solita lucidità stava impadronendosi di lui.;sg;idiosyncratic;modifier
;mano a mano;idiosyncratic;a;mano;;Mano a mano;", come fa un generale per una battaglia che si deve combattere, ponemmo sulla tavola l'intero arsenale dei banchetti: le doppie file dei bicchieri, i piccoli piatti degli antipasti; le sterminate guarnigioni di posate per la carne e il pesce, per la frutta e il dolce; le tazze graziose del consommé e quelle per nettarsi le dita; il posto dei tovaglioli e il fiocco con cui deve essere ripiegato.";sg;idiosyncratic;modifier
;mano a mano;idiosyncratic;a;mano;;Mano a mano;che mi esaminava e che la sua espressione si faceva grave, la suggestione della sua compassione per me e la consapevolezza che non avrei potuto dirle le ragioni della mia sofferenza mi facevano sentire a tal punto desolata e colpevole che scoppiai a piangere.;sg;idiosyncratic;modifier
;mano a mano;idiosyncratic;a;mano;;Mano a mano;che nel cuore di mia madre si faceva strada la percezione di un sentimento nuovo e amorevole verso Francesco, diveniva, al tempo stesso, più allegra e più fragile.;sg;idiosyncratic;modifier
;mano a mano;idiosyncratic;a;mano;;Mano a mano;si era identificato con esso e aveva sentito il cigolio del proprio corpo simile a quello del letto.;sg;idiosyncratic;modifier
;mano a mano;idiosyncratic;a;mano;;Mano a mano;che parlava, il suo racconto perdeva d'intensità, come un'essenza lasciata aperta a svaporare, e più egli si ostinava a ripetersi, nella speranza di ritrovare un centro, più quello gli sfuggiva e diveniva impenetrabile alle sue parole.;sg;idiosyncratic;modifier
;mano a mano;idiosyncratic;a;mano;;Mano a mano;che il paese scompariva alla nostra vista, mi sollevavo dal sedile abbassato e sbirciavo la strada dinanzi a noi.;sg;idiosyncratic;modifier
;mano a mano;idiosyncratic;a;mano;;Mano a mano;che si avvicinava la sera, le grida e gli spari, il rullare dei tamburi e il cozzare dei pugnali aumentarono.;sg;idiosyncratic;modifier
;mano a mano;idiosyncratic;a;mano;;Mano a mano;"che si avvicinava il momento del brindisi, il Presidente sembrava impazzire di eccitazione; si agitava nella sedia, si contorceva, sogghignava, sorrideva, faceva smorfie, ridacchiava senza motivo e senza fine.";sg;idiosyncratic;modifier
;mano a mano;idiosyncratic;a;mano;;Mano a mano;che si avvicinava il punto centrale del discorso, la sua voce si andava indebolendo.;sg;idiosyncratic;modifier
;mano a mano;idiosyncratic;a;mano;;Mano a mano;che i giorni passano, dentro di lei comincia a crescere un senso di vuoto e vede davanti a sé un futuro disperato.;sg;idiosyncratic;modifier
;mano a mano;idiosyncratic;a;mano;;Mano a mano;che passavano i minuti, Nanni vedeva gli oggetti più chiaramente.;sg;idiosyncratic;modifier
;mano a mano;idiosyncratic;a;mano;;Mano a mano;che procede la terapia, la velenosissima chemio, di pari passo con i miglioramenti radiologici (riduzione, fino a scomparsa di quel corpo estraneo), io peggioro fino a non riuscire ad alimentarmi quasi piú e, soprattutto, fino a non riuscire a spiaccicare parola.;sg;idiosyncratic;modifier
;mano a mano;idiosyncratic;a;mano;;Mano a mano;che si procede nella lettura, emerge chiaro il fatto che, nonostante tutto, un figlio Down permette di vivere la vita come era nei nostri progetti.;sg;idiosyncratic;modifier
;mano a mano;idiosyncratic;a;mano;;Mano a mano;che ci si avvicina al terzo veicolo, il linguaggio si fa più tecnico e l'insegnamento assume un carattere paradossale.;sg;idiosyncratic;modifier
;mano a mano;idiosyncratic;a;mano;;Mano a mano;che le interrelazioni sfuggono, molte manifestazioni patologiche rimangono senza risposta e vengono coartate in spiegazioni schematiche.;sg;idiosyncratic;modifier
;mano a mano;idiosyncratic;a;mano;;Mano a mano;che le chiome degli alberi, sviluppandosi, tendono a toccarsi si effettua un diradamento eliminando gli alberi appartenenti alle specie provvisorie o pioniere.;sg;idiosyncratic;modifier
;mano a mano;idiosyncratic;a;mano;;Mano a mano;che la comunità degli individui diveniva la società degli individui, le consuetudini (ovvero quelle regole spontanee di convivenza, ancor oggi qualificate fonti del diritto) dovevano necessariamente trasformarsi in leggi: ubi societas ibi ius.;sg;idiosyncratic;modifier
;mano a mano;idiosyncratic;a;mano;;Mano a mano;che si avvicinano, i battiti dei loro cuori rallentano, il respiro si rarefà, la temperatura del corpo si abbassa, i pensieri si diradano.;sg;idiosyncratic;modifier
;mano a mano;idiosyncratic;a;mano;;Mano a mano;che l'embrione si accresce, ne erode le pareti, fino a provocarne la rottura, con gravi emorragie.;sg;idiosyncratic;modifier
;mano a mano;idiosyncratic;a;mano;;Mano a mano;"che cadendo passa da un piano all'altro, il tizio, per farsi coraggio, si ripete: ""Fino a qui tutto bene"".";sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;L'ho messo in rete gratuitamente, come dimostrazione della possibilità reale di autoprodurre questo formato di libro, con una pagina in cui spiego;passo a passo;tutte le operazioni necessarie per realizzarne uno, quali programmi ci vogliono e come sia veramente semplice diventare editori di se stessi.;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;Nella prima si trova una ricca esposizione di fotografie che documenta;passo a passo;i vari punti della cavità, ben illustrata in un rilievo gigantesco che spicca sulla parete di fondo.;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;Eseguendo ripetutamente il programma possiamo calcolare la stato del sistema dopo un minuto, due minuti, un'ora, un anno... Questo semplice esempio mette in evidenza i due elementi essenziali di una simulazione: un insieme di dati numerici conservati nella memoria del calcolatore, che rappresentano la stato del sistema da simulare, e una regola matematica, tradotta in un programma di calcolo, che permette di riprodurre l'evoluzione;passo a passo;.;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;Esami specialistici Lo sviluppo del feto può oggi essere seguito;passo a passo;graziead una serie di esami clinici che permettono di intervenire in tempo in situazioni che una volta vedevano la medicina impotente.;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;Il miracolo delle lenticchie di Ventotene Dall'isoletta di Ventotene, nell'arcipelago pontino, arriva Cristina con un barattolo di lenticchie di Ventotene, minuscoli legumi coltivati dagli anziani abitanti del luogo in microappezzamenti di terreno percorsi dai venti salini del mare... Vanno seguite;passo a passo;le lenticchie, salvate le piantine non più alte di una spanna dalle erbacce soffocanti, raccolte a giugno, a mano, primadell'alba: al massimo due, dico due, lenticchie per baccello.;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;[... ] 11 febbraio [... ] Poter fare che la parola non sia un membro di un discorso condotto, sviluppato verso un fine, chiaro alla ragione cattivata;passo a passo;, ma un segno autonomo, folgorante, irradiante, propagantesi in mille onde suggestive, slargantesi in tutte le sue possibilità evocative, senza intermediari, finoal seguente che gli si associa e lo giustifica, ed è a sua volta giustificato ed illuminato da esso per l'espressione finale di un momento di vita!;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;E con questa,;passo a passo;, è l'insieme della logica dell'arte rappresentativa che si trova a essere reinstaurata.;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;Ma, per il resto, la medicina interviene sindal primo momento per tutelare la maternità (e ancor prima, con misure preventive), seguendo;passo a passo;la gravidanza.;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;Alfio aveva grugnito tutta la mattina ed ora se ne stava in silenzio guardandosi i piedi;passo a passo;.;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;Li conduce per un picnic ad Ala eppoi,;passo a passo;, compiaciuta per l'ammirazione stupefatta che sprizza dai loro occhioni sgranati, narra con voce suadente: ``...Vedete laggiù laggiù, al limitare dei pascoli, c'è una casetta, una piccola baita di pietra.;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;Rifacendo;passo a passo;la via crucis che in mattinata Nenè Barbabianca aveva patito sputando sangue e soffrendo vergogna, altissimo curvo e lento che pareva la morte, mettendo la camminata a tempo con la campana della chiesa che appunto suonava a morto, Tano «a tomba» passò di magazzino in magazzino con la bocca che rideva - perché così gli era stato espressamente ordinato di fare - dicendo ai magazzinieri, che al solo vederselo comparire davanti si sentivano consumati, una sola breve frase, sempre la stessa, non così breve però da non costringere Tano a stracangiarsi e a farsi spuntare cento rughe mentre la sillabava: «Don Totò vi dona parte e consolazione che, avendo avuto una buona ventura, domenica fa festa grande a casa sua.;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;"A informarla con esattezza del nostro arrivo non erano i ragazzetti di sua zia, e neanche gli appuntamenti orientativi che mio padre si dava con la famiglia; in realtà Giuppina si muoveva guidata,";passo a passo;, dagli effetti ingeniti alla sua natura.;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;Allora, strinsi forte lo spiedo e lo infilai profondamente inmezzoal petto del signor Agenor lui indietreggiò;passo a passo;e andò a cadere nella nostra porta, abbracciato alla rete.;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;Suonare il violino in orchestra mi faceva piacere, mi impegnavo a lungo sulle partiture ed esploravo;passo a passo;questo mondo, imparando sempre qualcosa di nuovo.;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;Seminudo, rabbrividente di febbre, cominciò d'improvviso ad annunciare gridando,;passo a passo;, tutto quanto avrebbe fatto in futuro: la presa immediata di Angostura, la scalata delle Ande per liberare la Nueva Granada e più tardi il Venezuela, per fondare la Colombia, e infine la conquista degli immensi territori del Sud finoal Perù.;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;Julie sapeva che quel tizio l'aveva seguita;passo a passo;, ruota nella ruota, fregandole per ogni delitto una delle auto che lei non utilizzava.;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;Distese le braccia davantia sé, avanzò;passo a passo;e si trovò nelia parte centrale della costruzione.;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;"Per quello che riguarda l'Italia, la scommessa predominante è il cattolicesimo; è difficile uscire fuoridalle grinfie dei preti, perché ti battezzano appena nato e poi ti seguono";passo a passo;finoalla morte, e può darsi anche dopo (che rottura di palle però!;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;"Nel periodo d'invasione, il medico deve semplicemente trattenere il respiro, poiché «gli inizi della malattia servono a far conoscere la sua classe, il suo genere e la sua specie»; quando i sintomi si accrescono e assumono una certa ampiezza, basta «diminuire la loro violenza e quella dei dolori»; durante il decorso, bisogna «seguire";passo a passo;le vie che la natura imbocca», rinforzarla se è troppo debole, ma indebolirla «se si dà con troppo vigore a distruggere ciò che l'importuna».;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;Da un'indagine olandese condotta nel 1998-1999 emerge che la combinazione delle strutture terapeutiche (assistenza;passo a passo;, compreso il reinserimento) può avere effetti positivi sulla dipendenza e sulla recidività penale.;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;Il suo compito è seguire;passo a passo;il cliente spiega Ludovico Caumont dello studio Consulenza d'arte.;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;Ma soprattutto vince contro il parere del massimo esperto del secolo di problemi di conservazione delle opere d'arte, Giovanni Urbani, che il restauro del Marco Aurelio volle e seguì;passo a passo;dal suo inizio, nel 1981, finoa quando, nel 1983, si dimise dalla carica di direttore dell'Istituto centrale del restauro (Icr).;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;Lo stesso campione tedesco ha ammessoche i progressi,;passo a passo;, sono consistenti.;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;Ho seguito;passo a passo;l'inchiesta della collega Lucia Musti e, nei primi passi, dell'aggiunto Luigi Persico.;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;Oltreai ricercatori dell'equipe bolognese del professor Carlo Flamigni, pioniere della fecondazione artificiale in Italia, cui si deve il progetto di sperimentazione, il passato fantascientifico di Elena è noto solo ai genitori: Non hanno voluto parlarne neppure con i più stretti parenti, dice la dottoressa Eleonora Porcu, la più stretta collaboratrice di Flamigni, che ha seguito;passo a passo;il concepimento e la nascita della bimba.;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;E poi, come fantasmi vendicativi della loro identità e cultura, ecco gli esuli tibetani e i loro sostenitori che, a Londra come a Parigi, hanno seguito Jiang Zemin;passo a passo;, caricati dalla polizia, dispersi a manganellate ma decisi a non desistere, a ricordargli che il Tibet non è Cina.;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;Per superare l'incidente si procedeva;passo a passo;.;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;Da lì ci riavviciniamo;passo a passo;a cose più umane.;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;Non ci sono immense mani che mescolano l'universo, l'universo si mescola da solo, nelle interazioni fra le sue parti che si aprono e si chiudono nel corso stesso del mescolamento,;passo a passo;.;sg;idiosyncratic;modifier
;passo a passo;idiosyncratic;a;passo;Trump, secondo indiscrezioni, avrebbe seguito il voto incollato alla tv e per seguirlo;passo a passo;avrebbe cancellato anche alcuni appuntamenti.;sg;idiosyncratic;modifier
;Poco a poco;;a;poco;olitudine era diversa . Gli era cresciuta addosso come una pianta rampicante .  Poco a poco , li aveva avvolti e si era presa tutto lo spazio , nascondendo completamente c;;;;;
;Poco a poco;;a;poco;ecenti gocce di sangue che sembra io non riesca a cancellare dalla mia vista .  Poco a poco , le parole si mettono a fuoco . Il primo paragrafo si intitola ALL ' ARRIVO :;;;;;
;Poco a poco;;a;poco;nelle profondità del mare per capirle . Ma ormai non posso tirarmi indietro .  Poco a poco , sono costretta ad accettare chi sono . Una ragazza gravemente ustionata senza;;;;;
;Poco a poco;;a;poco;o a gestire mezzo milione di persone che scendevano in piazza per protestare .  Poco a poco l ' Iraq è riuscito a smantellare i controlli istituiti dalle forze d ' occupaz;;;;;
;Poco a poco;;a;poco;a catturare farfalle e a classificare insetti , rane , serpenti . Che bello .  Poco a poco , mi sono addentrato nel labirinto dell ' evoluzione dell ' intelligenza umana;;;;;
;Poco a poco;;a;poco;bile che a dividere le loro case ci fosse solo qualche chilometro di asfalto .  Poco a poco Carlo si calmò . Milena ricominciò anche a sorridere . C ' era ancora un po ' d;;;;;
;Poco a poco;;a;poco;a si rannicchiò contro_di lui . Nell ' aria aleggiava un buon odore di sesso .  Poco a poco Carlo sprofondò nei suoi pensieri . I siciliani , la borsa piena di eroina ...;;;;;
;porta a porta;idiosyncratic;a;porta;"Circa il 44 per cento delle famiglie italiane acquista tramite il """;porta a porta ;""" e spende in media all'anno, per singolo acquisto, anche 650 mila lire.";sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;Silenzio sulle città che hanno adottato la strategia 'Rifiuti Zero' e che puntano su tecniche alternative senza combustione come il Trattamento biologico, alla raccolta differenziata con il ';porta a porta; e alla riduzione a monte di rifiuti ed imballaggi.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;Da ultime Savona, Alessandria e Novara, dove grazie al ';porta a porta;, arrivato al 70% di raccolta differenziata, sono stati cancellati i progetti di un inceneritore e di una discarica.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;"Ormai l'estorsione mensile, quella alla ""Mi manda Picone"", il film di Nanni Loy, del";porta a porta;a Natale, Pasqua e Ferragosto, è una prassi da clan straccione, usata da gruppi che cercano di sopravvivere, incapaci di fare impresa.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;"Il libro dei sogni di Silvio di Tito Boeri Una ""mobilitazione"" generale e, da affidare ai Promotori della libertà della Brambilla, il ""più grande";porta a porta;"mai realizzato in Italia ""per"" fare da megafono dell'azione del governo sul territorio"".";sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;Incrementare la raccolta differenziata con il;porta a porta;, utilizzare le migliori tecnologie per trasformare il Cdr in energia.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;Bisogna sostituirli con il;porta a porta;in tutta la città.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;Le prime cosa da fare sono verificare i costi del;porta a porta;e assicurare un mercato ai materiali riciclati.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;Nella mia vita ho fatto la politica tra la gente, il;porta a porta;per i voti, ho preso anche 15mila caffè in una campagna elettorale, ma mai il ruffiano.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;"«Ogni esperienza realizzata finora nella raccolta differenziata dei rifiuti, in particolare le metodologie più intensive come il """;porta a porta;""", hanno dimostrato che i risultati si ottengono attraverso due elementi combinati: una forte campagna di comunicazione e una attenta capacità di controllo da parte del soggetto gestore o delle forze di polizia.";sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;Con il;porta a porta;?;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;E il;porta a porta;da settembre raggiungerà 325mila abitanti e da gennaio 500mila.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;Il;porta a porta;reale, con il netturbino che va nei condomini - spiega ancora Podda - e questa strana raccolta che si fa in strada, coi camioncini, con le persone che in alcune zone hanno solo un orario a disposizione, ed è ovvio che così non funziona: i cittadini vengono scoraggiati, nessuno controlla.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;"Mi sembra un obiettivo irraggiungibile: del resto a Milano, dove il """;porta a porta;""" si fa da anni, la differenziata oggi è al 35%.";sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;Mentre le vie periferiche di Milano si affannavano per avere dal comune il 30% del costo delle luminarie, il titolare di un esercizio che si trova sul naviglio da qualche anno, attuando il classico;porta a porta;tra gli esercenti della via, in meno di una settimana è riuscito a raccogliere i soldi e far fare la luminaria sul Naviglio Grande che l'Associazione di via non faceva da qualche anno.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;«Bisogna eliminare tutti i modelli di raccolta differenziata che esistono adesso, e lasciarne uno solamente: il;porta a porta;, in tutta la città».;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;Badr, che due anni fa era in piazza come oggi, e i suoi non disdegnano social network e Internet, ma hanno privilegiato il;porta a porta;, il volantinaggio nelle strade, come una volta.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;Il;porta a porta;non è mai decollato.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;Pierluigi Vinai ha accettato di candidarsi solo una settimana prima del sondaggio quando «non c'erano manifesti, non avevo cominciato il mio;porta a porta;, quindi quel 12 per cento mi gratifica, ora sta a me andare avanti e vedere di giocarmela».;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;Per chi è passato da un tipo di mercato ad un altro per errate informazioni ricevute dal personale addetto al;porta a porta;.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;"Rosaria Vicino, per esempio, adesso agli arresti, controllava il territorio grazieai posti di lavoro ottenuti per gli amici degli amici dalle società incaricate di realizzare gli impianti di Tempa Rossa; il consenso elettorale che ne riceveva era a disposizione di De Filippo, più preoccupato di combattere il nemico governatore che esercitare il mestiere di sottosegretario, che pure di deleghe ne avrebbe (stato dell'assistenza sanitaria nelle carceri e negli ospedali psichiatrici, rapporti con i sindacati, indennizzi alle vittime di malasanità): il racconto che fanno i pm della campagna per le primarie contro il candidato di Pittella, condotta da Vicino con il cellulare di servizio e un incessabile";porta a porta;a bordo della macchina dei vigili urbani, è esilarante e imbarazzante.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;Le piace ripetere come un mantra che ha fatto tutta la gavetta, il;porta a porta;per Forza Italia nelle periferie di Roma ovest, tra Ostia e Acilia.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;L'anno scorso, il giro di affari del;porta a porta;è cresciuto dieci volte di più di quello del commercio tradizionale: + 7,5 per cento contro un misero +0,7.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;Si vende sempre, anchese i prodotti dei;porta a porta;costano in media dipiù di quelli che si trovano al supermercato o sul Web.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;Il;porta a porta;funziona anche per la massima disponibilità degli operatori verso i clienti», aggiunge ancora Romano.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;Rifiuti, salta la nuova differenziata rinviato il secondo step del;porta a porta;.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;Di certo questo ritardo è l'ennesimo colpo a una raccolta differenziata che in città stenta ancora a decollare: una media del 7 per cento che precipita al 3 nelle zone non coinvolte dal;porta a porta;.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;"Parola, quest'ultima, ancora per poco (si era nel 1966) inedita: riferita alla televisione, come la immaginava Jacques, voleva dire quello che vediamo, a ritmi implacabili, oggi; e cioè i faccia a faccia, i";porta a porta;, i contrasti (veri, semi - veri, posticci) rappresentati.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;"Insomma, non fanno il """;porta a porta;""".";sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;"""Ferri da stiro, insomma"", taglia corto il Barazza, mentre ricorda i tempi lontani in cui, prima di produrli, li vendeva facendo il";porta a porta;e poi, quando arrivarono le prime tv libere, l'imbonitore televisivo.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;"Prima verrebbero gli incontri di partito, i vertici con le segreterie, i congressi, i faccia a faccia e I """;porta a porta;"""....";sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;"La notizia è stata resa pubblica con un insolito """;porta a porta;""".";sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;Nessun manifesto è stato affisso per la città, né si è provveduto ad un'attività di megafonaggio, preferendo un inconsueto;porta a porta;che, inevitabilmente, ha comportato una notevole perdita di tempo.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;All'apparenza è una normalissima sfida di paese: due liste che duellano, due simboli che si fanno la guerra, due comizi contrapposti, due gruppi di propagandisti che fanno il;porta a porta;.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;O, meglio, una Lega che usasse il suo portentoso;porta a porta;popolare per favorire accordi e spinte al cambiamento.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;Da quel;porta a porta;"Bossi ha finito per approdare al porta a porta di Bruno Vespa: la tv rendeva plateale la distanza della Lega Nord tanto dalla ""rivoluzione"" quanto dalla ""politica"", né sinceri furori né realistiche proposte.";sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;Ora un Contimpiego alla russa è il primo prodotto che Federici sta lanciando da Mosca con la sua società Interpharos advisors: una rete di vendita di una cinquantina di agenti, per ora unico esempio di;porta a porta;finanziario in quel Paese.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;"Ma, se il metodo per realizzare questa trasformazione assomiglia alle più pesanti tecniche di vendita del """;porta a porta;""" di una volta - incuranti di esigenze e cultura dei risparmiatori - i correntisti fanno bene a mettersi in guardia.";sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;Il;porta a porta;della vendita pubblicitaria non l'abbiamo mai praticato - racconta Giovanni Miscioscia, presidente del Gruppo Sper (via Massena 2, 20145 Milano) che raccoglie Radio Dee Jay, Cnr, oltrea 150 emittenti locali -.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;Cosa volete fare, il;porta a porta;?;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;Però anche questo contribuisce: il numero dei cassonetti o dei passaggi del;porta a porta;viene organizzato sulla base delle utenze non su quelle reali che producono spazzatura.;sg;idiosyncratic;nominal
;porta a porta;idiosyncratic;a;porta;Grazie a questo strumento i ragazzi del;porta a porta;erano in grado di suonare solo agli appartamenti abitati da persone segnalate come ricettive ai messaggi di Trump.;sg;idiosyncratic;nominal
;punto a punto;idiosyncratic;a;punto;Inoltre ci occuperemo delle sole linee CDN rinviando a un prossimo articolo un'analisi del resto dell'offerta Telecom in fatto di collegamenti digitali;punto a punto;e multipunto.;sg;idiosyncratic;modifier
;punto a punto;idiosyncratic;a;punto;"Esistono solo due eccezioni: lo stesso indirizzo apuò essere associato a più interfacce fisiche se esse sono presentate all'IP come un'unica interfaccia; un router può avere delle interfacce senza indirizzo nel caso di link";punto a punto;.;sg;idiosyncratic;modifier
;punto a punto;idiosyncratic;a;punto;Ogni volta che vi collegate via modem al vostro fornitore di servizi Internet, non state facendo altro che stabilire una connessione;punto a punto;"con un cancello d'ingresso alla Rete, la quale è invece basata su un meccanismo di trasmissione dei dati detto &#147; senza connessione &#148;.";sg;idiosyncratic;modifier
;punto a punto;idiosyncratic;a;punto;Ci sono casi, tuttavia, in cui l'accesso alla Rete non è diretto, ma avviene attraverso una connessione;punto a punto;.;sg;idiosyncratic;modifier
;punto a punto;idiosyncratic;a;punto;Il PPP è un protocollo che fornisce un meccanismo di trasporto di datagrammi multi - protocollo su connessioni;punto a punto;.;sg;idiosyncratic;modifier
;punto a punto;idiosyncratic;a;punto;La comunicazione avviene;punto a punto;(end - to - end), senza intermediari, salvo nel caso si passi da un sistema di trasporto ad un altro (InterProcess Communication Environment).;sg;idiosyncratic;modifier
;punto a punto;idiosyncratic;a;punto;I canali instaurati grazie allo switch non sono esclusivi e le comunicazioni;punto a punto;si realizzano in modo dinamico e sempre in modalità non perpetua.;sg;idiosyncratic;modifier
;punto a punto;idiosyncratic;a;punto;Per fare questo si deve dotare il Mac di un suo indirizzo Internet, il che si fa attivando un collegamento su linea seriale (SLIP) oppure un collegamento;punto a punto;(PPP).;sg;idiosyncratic;modifier
;punto a punto;idiosyncratic;a;punto;Decine di migliaia e poi, con il tempo, centinaia di migliaia di scambi concentrati;punto a punto;.;sg;idiosyncratic;modifier
;punto a punto;idiosyncratic;a;punto;Inoltre la scelta di effettuare la video - conferenza in gruppi risponde anche all'esigenza di staccarsi dalla sede lavorativa e di dedicarsi completamente all'attività formativa, diversamente da quanto accade in ambienti di formazione a distanza usufruibili dalla propria postazione di lavoro (;punto a punto;"); - utilizzo di metodologie didattiche come il lavoro di gruppo, l'analisi di casi e autocasi, le simulazioni.";sg;idiosyncratic;modifier
;punto a punto;idiosyncratic;a;punto;Sul tracciato originale lavorava con una tecnica puntinata, attraverso gradazioni infinitesimali di colore, percorrendo;punto a punto;tutto lo spettro, in modo da iniziare sempre da un nucleo molto luminoso e fiammeggiante e finire sul nero assoluto - o viceversa, a seconda del concetto mistico o cosmologico che voleva esprimere.;sg;idiosyncratic;modifier
;punto a punto;idiosyncratic;a;punto;Architetture parallele Il Sottoprogetto 3 forniva un significativo contributo nel settore delle architetture MIMD general purposea parallelismo massiccio con memoria distribuita, costituite da un elevato numero di nodi di elaborazione omogenei di tipo VLSI interconnessi da strutture di comunicazione;punto a punto;.;sg;idiosyncratic;modifier
